user_id,is_fraud,persona
USER00001258,0,normal
USER00001259,0,normal
USER00001260,0,normal
USER00001261,0,normal
USER00001262,0,normal
USER00001263,0,normal
USER00001264,1,high_value_abuser
USER00001265,0,normal
USER00001266,0,normal
USER00001267,0,normal
USER00001268,0,normal
USER00001269,0,normal
USER00001270,0,normal
USER00001271,0,normal
USER00001272,0,normal
USER00001273,0,normal
USER00001274,0,normal
USER00001275,0,normal
USER00001276,0,normal
USER00001277,1,wardrober
USER00001278,0,normal
USER00001279,0,normal
USER00001280,0,normal
USER00001281,0,normal
USER00001282,0,normal
USER00001283,0,normal
USER00001284,0,normal
USER00001285,0,normal
USER00001286,0,normal
USER00001287,0,normal
USER00001288,0,normal
USER00001289,0,normal
USER00001290,0,normal
USER00001291,0,normal
USER00001292,0,normal
USER00001293,0,normal
USER00001294,0,normal
USER00001295,0,normal
USER00001296,0,normal
USER00001297,0,normal
USER00001298,0,normal
USER00001299,0,normal
USER00001300,0,normal
USER00001301,0,normal
USER00001302,0,normal
USER00001303,0,normal
USER00001304,0,normal
USER00001305,0,normal
USER00001306,0,normal
USER00001307,0,normal
USER00001308,0,normal
USER00001309,0,normal
USER00001310,0,normal
USER00001311,0,normal
USER00001312,0,normal
USER00001313,0,normal
USER00001314,0,normal
USER00001315,0,normal
USER00001316,0,normal
USER00001317,0,normal
USER00001318,0,normal
USER00001319,0,normal
USER00001320,0,normal
USER00001321,0,normal
USER00001322,0,normal
USER00001323,0,normal
USER00001324,0,normal
USER00001325,0,normal
USER00001326,0,normal
USER00001327,0,normal
USER00001328,0,normal
USER00001329,0,normal
USER00001330,0,normal
USER00001331,0,normal
USER00001332,0,normal
USER00001333,0,normal
USER00001334,0,normal
USER00001335,0,normal
USER00001336,0,normal
USER00001337,0,normal
USER00001338,0,normal
USER00001339,0,normal
USER00001340,0,normal
USER00001341,0,normal
USER00001342,0,normal
USER00001343,0,normal
USER00001344,0,normal
USER00001345,0,normal
USER00001346,0,normal
USER00001347,0,normal
USER00001348,0,normal
USER00001349,0,normal
USER00001350,0,normal
USER00001351,0,normal
USER00001352,0,normal
USER00001353,0,normal
USER00001354,0,normal
USER00001355,0,normal
USER00001356,0,normal
USER00001357,0,normal
USER00001358,0,normal
USER00001359,0,normal
USER00001360,0,normal
USER00001361,0,normal
USER00001362,0,normal
USER00001363,0,normal
USER00001364,0,normal
USER00001365,0,normal
USER00001366,0,normal
USER00001367,0,normal
USER00001368,0,normal
USER00001369,0,normal
USER00001370,1,wardrober
USER00001371,0,normal
USER00001372,1,high_value_abuser
USER00001373,0,normal
USER00001374,0,normal
USER00001375,0,normal
USER00001376,0,normal
USER00001377,0,normal
USER00001378,0,normal
USER00001379,0,normal
USER00001380,0,normal
USER00001381,0,normal
USER00001382,0,normal
USER00001383,0,normal
USER00001384,0,normal
USER00001385,0,normal
USER00001386,0,normal
USER00001387,0,normal
USER00001388,0,normal
USER00001389,0,normal
USER00001390,0,normal
USER00001391,0,normal
USER00001392,0,normal
USER00001393,0,normal
USER00001394,0,normal
USER00001395,0,normal
USER00001396,0,normal
USER00001397,0,normal
USER00001398,1,wardrober
USER00001399,0,normal
USER00001400,0,normal
USER00001401,0,normal
USER00001402,0,normal
USER00001403,0,normal
USER00001404,0,normal
USER00001405,0,normal
USER00001406,0,normal
USER00001407,0,normal
USER00001408,0,normal
USER00001409,0,normal
USER00001410,0,normal
USER00001411,0,normal
USER00001412,0,normal
USER00001413,0,normal
USER00001414,0,normal
USER00001415,0,normal
USER00001416,0,normal
USER00001417,0,normal
USER00001418,0,normal
USER00001419,0,normal
USER00001420,0,normal
USER00001421,0,normal
USER00001422,0,normal
USER00001423,0,normal
USER00001424,0,normal
USER00001425,0,normal
USER00001426,0,normal
USER00001427,0,normal
USER00001428,0,normal
USER00001429,0,normal
USER00001430,0,normal
USER00001431,0,normal
USER00001432,0,normal
USER00001433,0,normal
USER00001434,0,normal
USER00001435,0,normal
USER00001436,0,normal
USER00001437,0,normal
USER00001438,0,normal
USER00001439,0,normal
USER00001440,0,normal
USER00001441,0,normal
USER00001442,0,normal
USER00001443,1,wardrober
USER00001444,0,normal
USER00001445,0,normal
USER00001446,0,normal
USER00001447,0,normal
USER00001448,0,normal
USER00001449,0,normal
USER00001450,0,normal
USER00001451,0,normal
USER00001452,0,normal
USER00001453,0,normal
USER00001454,1,serial_returner
USER00001455,0,normal
USER00001456,0,normal
USER00001457,0,normal
USER00001458,0,normal
USER00001459,0,normal
USER00001460,0,normal
USER00001461,0,normal
USER00001462,0,normal
USER00001463,0,normal
USER00001464,0,normal
USER00001465,0,normal
USER00001466,0,normal
USER00001467,0,normal
USER00001468,0,normal
USER00001469,0,normal
USER00001470,0,normal
USER00001471,0,normal
USER00001472,0,normal
USER00001473,0,normal
USER00001474,0,normal
USER00001475,0,normal
USER00001476,0,normal
USER00001477,0,normal
USER00001478,0,normal
USER00001479,0,normal
USER00001480,0,normal
USER00001481,0,normal
USER00001482,0,normal
USER00001483,0,normal
USER00001484,0,normal
USER00001485,0,normal
USER00001486,0,normal
USER00001487,0,normal
USER00001488,0,normal
USER00001489,0,normal
USER00001490,0,normal
USER00001491,0,normal
USER00001492,0,normal
USER00001493,0,normal
USER00001494,0,normal
USER00001495,0,normal
USER00001496,0,normal
USER00001497,0,normal
USER00001498,0,normal
USER00001499,0,normal
