user_id,order_id,item_id,purchase_date,return_date,return_reason,refund_amount,payment_method,receipt_id
USER00001986,ORD00001986,PROD00001986,2024-10-13,,Not Returned,0.0,PayPal,ORD00001986-PROD00001986
USER00001987,ORD00001987,PROD00001987,2024-09-26,,Not Returned,0.0,PayPal,ORD00001987-PROD00001987
USER00001988,ORD00001988,PROD00001988,2024-07-09,2024-03-13,Changed mind,476.34,Gift Card,ORD00001988-PROD00001988
USER00001989,ORD00001989,PROD00001989,2023-09-08,,Not Returned,0.0,Gift Card,ORD00001989-PROD00001989
USER00001990,ORD00001990,PROD00001990,2023-10-19,2023-11-10,Not as described,147.65,Credit Card,ORD00001990-PROD00001990
USER00001991,ORD00001991,PROD00001991,2024-09-29,,Not Returned,0.0,PayPal,ORD00001991-PROD00001991
USER00001992,ORD00001992,PROD00001992,2023-03-06,,Not Returned,0.0,Debit Card,ORD00001992-PROD00001992
USER00001993,ORD00001993,PROD00001993,2023-01-11,2024-04-20,Wrong item,1575.8,Debit Card,ORD00001993-PROD00001993
USER00001994,ORD00001994,PROD00001994,2023-10-10,2023-05-07,Not as described,69.75,Debit Card,ORD00001994-PROD00001994
USER00001995,ORD00001995,PROD00001995,2023-03-30,2023-05-17,Not as described,1982.4,Debit Card,ORD00001995-PROD00001995
USER00001996,ORD00001996,PROD00001996,2023-07-26,2023-11-23,Wrong item,581.48,Gift Card,ORD00001996-PROD00001996
USER00001997,ORD00001997,PROD00001997,2023-06-15,,Not Returned,0.0,PayPal,ORD00001997-PROD00001997
USER00001998,ORD00001998,PROD00001998,2024-02-21,,Not Returned,0.0,PayPal,ORD00001998-PROD00001998
USER00001999,ORD00001999,PROD00001999,2024-05-28,2024-02-07,Not as described,625.3,Gift Card,ORD00001999-PROD00001999
USER00002000,ORD00002000,PROD00002000,2024-08-31,2024-08-20,Changed mind,332.72,Credit Card,ORD00002000-PROD00002000
USER00002001,ORD00002001,PROD00002001,2023-04-12,,Not Returned,0.0,Credit Card,ORD00002001-PROD00002001
USER00002002,ORD00002002,PROD00002002,2023-08-29,2024-12-20,Defective,790.1,PayPal,ORD00002002-PROD00002002
USER00002003,ORD00002003,PROD00002003,2023-06-20,2023-07-03,Defective,244.3,Gift Card,ORD00002003-PROD00002003
USER00002004,ORD00002004,PROD00002004,2023-03-08,2024-05-20,Wrong item,1446.66,Debit Card,ORD00002004-PROD00002004
USER00002005,ORD00002005,PROD00002005,2024-10-18,,Not Returned,0.0,Gift Card,ORD00002005-PROD00002005
USER00002006,ORD00002006,PROD00002006,2024-12-26,,Not Returned,0.0,Credit Card,ORD00002006-PROD00002006
USER00002007,ORD00002007,PROD00002007,2024-11-01,2023-03-15,Wrong item,249.69,PayPal,ORD00002007-PROD00002007
USER00002008,ORD00002008,PROD00002008,2023-07-14,2023-09-14,Defective,167.63,PayPal,ORD00002008-PROD00002008
USER00002009,ORD00002009,PROD00002009,2023-03-13,,Not Returned,0.0,Debit Card,ORD00002009-PROD00002009
USER00002010,ORD00002010,PROD00002010,2024-04-17,2023-12-13,Not as described,532.7,Debit Card,ORD00002010-PROD00002010
USER00002011,ORD00002011,PROD00002011,2024-02-06,2023-01-07,Not as described,1174.83,Gift Card,ORD00002011-PROD00002011
USER00002012,ORD00002012,PROD00002012,2023-07-06,,Not Returned,0.0,Debit Card,ORD00002012-PROD00002012
USER00002013,ORD00002013,PROD00002013,2024-09-27,,Not Returned,0.0,Credit Card,ORD00002013-PROD00002013
USER00002014,ORD00002014,PROD00002014,2024-12-12,,Not Returned,0.0,Credit Card,ORD00002014-PROD00002014
USER00002015,ORD00002015,PROD00002015,2024-07-22,2023-10-15,Not as described,443.96,Gift Card,ORD00002015-PROD00002015
USER00002016,ORD00002016,PROD00002016,2023-04-28,2024-05-29,Wrong item,791.32,PayPal,ORD00002016-PROD00002016
USER00002017,ORD00002017,PROD00002017,2023-04-06,2024-04-18,Changed mind,151.14000000000001,Gift Card,ORD00002017-PROD00002017
USER00002018,ORD00002018,PROD00002018,2023-07-02,2023-05-16,Not as described,780.44,Credit Card,ORD00002018-PROD00002018
USER00002019,ORD00002019,PROD00002019,2024-12-10,2023-12-04,Not as described,154.41,Debit Card,ORD00002019-PROD00002019
USER00002020,ORD00002020,PROD00002020,2023-03-25,2023-11-22,Defective,278.90999999999997,Gift Card,ORD00002020-PROD00002020
USER00002021,ORD00002021,PROD00002021,2024-07-28,,Not Returned,0.0,PayPal,ORD00002021-PROD00002021
USER00002022,ORD00002022,PROD00002022,2023-05-20,2024-06-30,Not as described,2172.3500000000004,Debit Card,ORD00002022-PROD00002022
USER00002023,ORD00002023,PROD00002023,2023-07-20,,Not Returned,0.0,Debit Card,ORD00002023-PROD00002023
USER00002024,ORD00002024,PROD00002024,2024-03-24,,Not Returned,0.0,Credit Card,ORD00002024-PROD00002024
USER00002025,ORD00002025,PROD00002025,2023-09-18,,Not Returned,0.0,PayPal,ORD00002025-PROD00002025
USER00002026,ORD00002026,PROD00002026,2023-07-02,,Not Returned,0.0,Gift Card,ORD00002026-PROD00002026
USER00002027,ORD00002027,PROD00002027,2023-04-29,2024-02-10,Changed mind,328.67,Gift Card,ORD00002027-PROD00002027
USER00002028,ORD00002028,PROD00002028,2023-05-10,,Not Returned,0.0,Debit Card,ORD00002028-PROD00002028
USER00002029,ORD00002029,PROD00002029,2024-05-03,,Not Returned,0.0,PayPal,ORD00002029-PROD00002029
USER00002030,ORD00002030,PROD00002030,2024-10-24,2023-07-25,Defective,1757.48,Credit Card,ORD00002030-PROD00002030
USER00002031,ORD00002031,PROD00002031,2023-12-01,,Not Returned,0.0,Gift Card,ORD00002031-PROD00002031
USER00002032,ORD00002032,PROD00002032,2024-06-26,,Not Returned,0.0,Gift Card,ORD00002032-PROD00002032
USER00002033,ORD00002033,PROD00002033,2023-10-31,2023-07-14,Wrong item,342.93,Credit Card,ORD00002033-PROD00002033
USER00002034,ORD00002034,PROD00002034,2024-12-10,,Not Returned,0.0,Debit Card,ORD00002034-PROD00002034
USER00002035,ORD00002035,PROD00002035,2023-09-04,2023-05-31,Wrong item,554.16,Debit Card,ORD00002035-PROD00002035
USER00002036,ORD00002036,PROD00002036,2024-01-13,2024-01-09,Not as described,631.16,Gift Card,ORD00002036-PROD00002036
USER00002037,ORD00002037,PROD00002037,2023-09-29,2023-08-28,Defective,2108.0,Gift Card,ORD00002037-PROD00002037
USER00002038,ORD00002038,PROD00002038,2023-08-03,2023-05-23,Defective,1442.1,Credit Card,ORD00002038-PROD00002038
USER00002039,ORD00002039,PROD00002039,2023-11-13,2023-06-09,Wrong item,34.92,Debit Card,ORD00002039-PROD00002039
USER00002040,ORD00002040,PROD00002040,2023-09-15,,Not Returned,0.0,PayPal,ORD00002040-PROD00002040
USER00002041,ORD00002041,PROD00002041,2024-02-23,,Not Returned,0.0,PayPal,ORD00002041-PROD00002041
USER00002042,ORD00002042,PROD00002042,2024-08-31,2024-09-25,Defective,412.84,Debit Card,ORD00002042-PROD00002042
USER00002043,ORD00002043,PROD00002043,2024-04-05,,Not Returned,0.0,PayPal,ORD00002043-PROD00002043
USER00002044,ORD00002044,PROD00002044,2023-11-16,2024-12-31,Wrong item,2170.55,Debit Card,ORD00002044-PROD00002044
USER00002045,ORD00002045,PROD00002045,2023-03-17,,Not Returned,0.0,Credit Card,ORD00002045-PROD00002045
USER00002046,ORD00002046,PROD00002046,2024-01-05,,Not Returned,0.0,Credit Card,ORD00002046-PROD00002046
USER00002047,ORD00002047,PROD00002047,2023-11-15,,Not Returned,0.0,Debit Card,ORD00002047-PROD00002047
USER00002048,ORD00002048,PROD00002048,2023-02-10,2024-05-15,Not as described,748.26,PayPal,ORD00002048-PROD00002048
USER00002049,ORD00002049,PROD00002049,2024-07-08,,Not Returned,0.0,Debit Card,ORD00002049-PROD00002049
USER00002050,ORD00002050,PROD00002050,2023-03-29,,Not Returned,0.0,Gift Card,ORD00002050-PROD00002050
USER00002051,ORD00002051,PROD00002051,2024-03-08,2024-12-18,Wrong item,229.36,PayPal,ORD00002051-PROD00002051
USER00002052,ORD00002052,PROD00002052,2024-07-25,,Not Returned,0.0,Debit Card,ORD00002052-PROD00002052
USER00002053,ORD00002053,PROD00002053,2023-07-05,,Not Returned,0.0,Gift Card,ORD00002053-PROD00002053
USER00002054,ORD00002054,PROD00002054,2024-05-16,,Not Returned,0.0,Gift Card,ORD00002054-PROD00002054
USER00002055,ORD00002055,PROD00002055,2024-02-16,,Not Returned,0.0,Debit Card,ORD00002055-PROD00002055
USER00002056,ORD00002056,PROD00002056,2023-11-07,,Not Returned,0.0,Gift Card,ORD00002056-PROD00002056
USER00002057,ORD00002057,PROD00002057,2023-09-07,2023-02-06,Not as described,982.12,Gift Card,ORD00002057-PROD00002057
USER00002058,ORD00002058,PROD00002058,2023-04-25,,Not Returned,0.0,Gift Card,ORD00002058-PROD00002058
USER00002059,ORD00002059,PROD00002059,2024-01-15,2023-04-03,Defective,1010.49,Credit Card,ORD00002059-PROD00002059
USER00002060,ORD00002060,PROD00002060,2023-07-18,,Not Returned,0.0,PayPal,ORD00002060-PROD00002060
USER00002061,ORD00002061,PROD00002061,2023-06-09,,Not Returned,0.0,Credit Card,ORD00002061-PROD00002061
USER00002062,ORD00002062,PROD00002062,2023-01-20,,Not Returned,0.0,Credit Card,ORD00002062-PROD00002062
USER00002063,ORD00002063,PROD00002063,2024-06-19,,Not Returned,0.0,PayPal,ORD00002063-PROD00002063
USER00002064,ORD00002064,PROD00002064,2023-06-28,2023-03-29,Changed mind,1706.56,Credit Card,ORD00002064-PROD00002064
USER00002065,ORD00002065,PROD00002065,2024-02-28,,Not Returned,0.0,Gift Card,ORD00002065-PROD00002065
USER00002066,ORD00002066,PROD00002066,2023-09-07,,Not Returned,0.0,Debit Card,ORD00002066-PROD00002066
USER00002067,ORD00002067,PROD00002067,2024-11-25,2023-09-25,Wrong item,38.99,Gift Card,ORD00002067-PROD00002067
USER00002068,ORD00002068,PROD00002068,2023-04-06,2024-03-22,Defective,1024.32,PayPal,ORD00002068-PROD00002068
USER00002069,ORD00002069,PROD00002069,2024-11-23,2023-02-06,Changed mind,1071.0,PayPal,ORD00002069-PROD00002069
USER00002070,ORD00002070,PROD00002070,2024-05-23,2023-05-13,Defective,1425.09,Debit Card,ORD00002070-PROD00002070
USER00002071,ORD00002071,PROD00002071,2023-07-27,2023-01-09,Wrong item,2016.2,Gift Card,ORD00002071-PROD00002071
USER00002072,ORD00002072,PROD00002072,2024-09-03,2024-08-10,Not as described,897.78,Gift Card,ORD00002072-PROD00002072
USER00002073,ORD00002073,PROD00002073,2023-10-22,,Not Returned,0.0,Debit Card,ORD00002073-PROD00002073
USER00002074,ORD00002074,PROD00002074,2023-03-10,,Not Returned,0.0,Credit Card,ORD00002074-PROD00002074
USER00002075,ORD00002075,PROD00002075,2023-03-06,,Not Returned,0.0,Debit Card,ORD00002075-PROD00002075
USER00002076,ORD00002076,PROD00002076,2023-02-20,,Not Returned,0.0,Credit Card,ORD00002076-PROD00002076
USER00002077,ORD00002077,PROD00002077,2023-09-08,2024-07-06,Defective,244.76,Gift Card,ORD00002077-PROD00002077
USER00002078,ORD00002078,PROD00002078,2023-10-02,2024-08-01,Defective,470.36,Gift Card,ORD00002078-PROD00002078
USER00002079,ORD00002079,PROD00002079,2023-02-24,,Not Returned,0.0,PayPal,ORD00002079-PROD00002079
USER00002080,ORD00002080,PROD00002080,2024-12-01,,Not Returned,0.0,Debit Card,ORD00002080-PROD00002080
USER00002081,ORD00002081,PROD00002081,2023-01-17,2023-09-21,Wrong item,151.16,Credit Card,ORD00002081-PROD00002081
USER00002082,ORD00002082,PROD00002082,2023-06-27,2023-08-22,Defective,241.42,Credit Card,ORD00002082-PROD00002082
USER00002083,ORD00002083,PROD00002083,2023-12-25,2023-12-27,Not as described,1881.28,PayPal,ORD00002083-PROD00002083
USER00002084,ORD00002084,PROD00002084,2023-02-14,2023-09-24,Wrong item,802.68,Credit Card,ORD00002084-PROD00002084
USER00002085,ORD00002085,PROD00002085,2023-04-02,,Not Returned,0.0,Debit Card,ORD00002085-PROD00002085
USER00002086,ORD00002086,PROD00002086,2023-10-24,,Not Returned,0.0,Gift Card,ORD00002086-PROD00002086
USER00002087,ORD00002087,PROD00002087,2024-04-13,2023-06-18,Not as described,220.0,Credit Card,ORD00002087-PROD00002087
USER00002088,ORD00002088,PROD00002088,2024-02-19,,Not Returned,0.0,Gift Card,ORD00002088-PROD00002088
USER00002089,ORD00002089,PROD00002089,2023-12-26,2023-02-19,Not as described,587.84,Credit Card,ORD00002089-PROD00002089
USER00002090,ORD00002090,PROD00002090,2023-02-12,2023-05-29,Changed mind,746.55,Gift Card,ORD00002090-PROD00002090
USER00002091,ORD00002091,PROD00002091,2023-12-10,2024-11-22,Defective,311.17,PayPal,ORD00002091-PROD00002091
USER00002092,ORD00002092,PROD00002092,2024-06-09,,Not Returned,0.0,PayPal,ORD00002092-PROD00002092
USER00002093,ORD00002093,PROD00002093,2024-06-02,,Not Returned,0.0,Credit Card,ORD00002093-PROD00002093
USER00002094,ORD00002094,PROD00002094,2023-08-01,,Not Returned,0.0,PayPal,ORD00002094-PROD00002094
USER00002095,ORD00002095,PROD00002095,2024-09-26,2024-04-09,Defective,1085.44,PayPal,ORD00002095-PROD00002095
USER00002096,ORD00002096,PROD00002096,2024-04-14,2023-12-18,Wrong item,141.48,PayPal,ORD00002096-PROD00002096
USER00002097,ORD00002097,PROD00002097,2023-03-03,2024-08-05,Defective,21.08,Debit Card,ORD00002097-PROD00002097
USER00002098,ORD00002098,PROD00002098,2023-06-11,2023-05-13,Wrong item,1044.64,Gift Card,ORD00002098-PROD00002098
USER00002099,ORD00002099,PROD00002099,2024-06-08,,Not Returned,0.0,PayPal,ORD00002099-PROD00002099
USER00002100,ORD00002100,PROD00002100,2023-07-18,,Not Returned,0.0,Credit Card,ORD00002100-PROD00002100
USER00002101,ORD00002101,PROD00002101,2023-12-21,,Not Returned,0.0,PayPal,ORD00002101-PROD00002101
USER00002102,ORD00002102,PROD00002102,2023-04-26,,Not Returned,0.0,Gift Card,ORD00002102-PROD00002102
USER00002103,ORD00002103,PROD00002103,2023-01-23,2024-01-15,Defective,1769.04,Gift Card,ORD00002103-PROD00002103
USER00002104,ORD00002104,PROD00002104,2023-12-22,2023-05-06,Not as described,354.82,Credit Card,ORD00002104-PROD00002104
USER00002105,ORD00002105,PROD00002105,2024-12-18,2024-03-30,Wrong item,70.48,Gift Card,ORD00002105-PROD00002105
USER00002106,ORD00002106,PROD00002106,2024-12-06,,Not Returned,0.0,Credit Card,ORD00002106-PROD00002106
USER00002107,ORD00002107,PROD00002107,2024-09-13,,Not Returned,0.0,Gift Card,ORD00002107-PROD00002107
USER00002108,ORD00002108,PROD00002108,2023-01-19,,Not Returned,0.0,Gift Card,ORD00002108-PROD00002108
USER00002109,ORD00002109,PROD00002109,2024-12-06,,Not Returned,0.0,Credit Card,ORD00002109-PROD00002109
USER00002110,ORD00002110,PROD00002110,2024-04-02,,Not Returned,0.0,Gift Card,ORD00002110-PROD00002110
USER00002111,ORD00002111,PROD00002111,2024-01-26,2024-05-09,Wrong item,335.96,PayPal,ORD00002111-PROD00002111
USER00002112,ORD00002112,PROD00002112,2024-12-07,,Not Returned,0.0,Debit Card,ORD00002112-PROD00002112
USER00002113,ORD00002113,PROD00002113,2024-10-18,2024-10-14,Not as described,470.65,PayPal,ORD00002113-PROD00002113
USER00002114,ORD00002114,PROD00002114,2023-10-04,,Not Returned,0.0,Debit Card,ORD00002114-PROD00002114
USER00002115,ORD00002115,PROD00002115,2023-02-13,2023-01-03,Wrong item,228.76,PayPal,ORD00002115-PROD00002115
USER00002116,ORD00002116,PROD00002116,2023-05-07,,Not Returned,0.0,Debit Card,ORD00002116-PROD00002116
USER00002117,ORD00002117,PROD00002117,2023-08-01,,Not Returned,0.0,PayPal,ORD00002117-PROD00002117
USER00002118,ORD00002118,PROD00002118,2024-03-19,2023-03-07,Not as described,271.95,PayPal,ORD00002118-PROD00002118
USER00002119,ORD00002119,PROD00002119,2024-05-30,2024-04-10,Defective,248.91,Credit Card,ORD00002119-PROD00002119
USER00002120,ORD00002120,PROD00002120,2023-04-19,,Not Returned,0.0,Gift Card,ORD00002120-PROD00002120
USER00002121,ORD00002121,PROD00002121,2024-12-28,2024-05-24,Not as described,674.74,Debit Card,ORD00002121-PROD00002121
USER00002122,ORD00002122,PROD00002122,2024-09-29,2023-03-24,Changed mind,1231.65,Credit Card,ORD00002122-PROD00002122
USER00002123,ORD00002123,PROD00002123,2024-09-21,,Not Returned,0.0,Gift Card,ORD00002123-PROD00002123
USER00002124,ORD00002124,PROD00002124,2024-04-03,2024-01-22,Not as described,2494.05,PayPal,ORD00002124-PROD00002124
USER00002125,ORD00002125,PROD00002125,2023-01-31,2024-09-21,Wrong item,1808.2,PayPal,ORD00002125-PROD00002125
USER00002126,ORD00002126,PROD00002126,2023-01-31,,Not Returned,0.0,PayPal,ORD00002126-PROD00002126
USER00002127,ORD00002127,PROD00002127,2023-04-13,2023-11-28,Changed mind,2090.35,Credit Card,ORD00002127-PROD00002127
USER00002128,ORD00002128,PROD00002128,2023-09-18,,Not Returned,0.0,Debit Card,ORD00002128-PROD00002128
USER00002129,ORD00002129,PROD00002129,2023-07-03,2024-11-12,Defective,2097.95,Gift Card,ORD00002129-PROD00002129
USER00002130,ORD00002130,PROD00002130,2023-07-09,,Not Returned,0.0,Debit Card,ORD00002130-PROD00002130
USER00002131,ORD00002131,PROD00002131,2023-11-13,,Not Returned,0.0,Gift Card,ORD00002131-PROD00002131
USER00002132,ORD00002132,PROD00002132,2024-02-16,,Not Returned,0.0,Debit Card,ORD00002132-PROD00002132
USER00002133,ORD00002133,PROD00002133,2023-02-14,,Not Returned,0.0,PayPal,ORD00002133-PROD00002133
USER00002134,ORD00002134,PROD00002134,2023-07-06,2023-05-21,Changed mind,231.8,Gift Card,ORD00002134-PROD00002134
USER00002135,ORD00002135,PROD00002135,2023-10-10,2024-04-18,Not as described,1776.45,Credit Card,ORD00002135-PROD00002135
USER00002136,ORD00002136,PROD00002136,2023-05-06,2023-05-16,Defective,823.8000000000001,PayPal,ORD00002136-PROD00002136
USER00002137,ORD00002137,PROD00002137,2024-07-23,2024-10-28,Defective,1991.24,PayPal,ORD00002137-PROD00002137
USER00002138,ORD00002138,PROD00002138,2024-10-02,2024-10-17,Changed mind,2402.1,Gift Card,ORD00002138-PROD00002138
USER00002139,ORD00002139,PROD00002139,2024-06-07,2023-05-12,Defective,933.15,Debit Card,ORD00002139-PROD00002139
USER00002140,ORD00002140,PROD00002140,2023-10-27,,Not Returned,0.0,Gift Card,ORD00002140-PROD00002140
USER00002141,ORD00002141,PROD00002141,2023-07-23,,Not Returned,0.0,Gift Card,ORD00002141-PROD00002141
USER00002142,ORD00002142,PROD00002142,2024-02-12,,Not Returned,0.0,Debit Card,ORD00002142-PROD00002142
USER00002143,ORD00002143,PROD00002143,2023-01-10,,Not Returned,0.0,Debit Card,ORD00002143-PROD00002143
USER00002144,ORD00002144,PROD00002144,2023-10-20,2024-01-05,Not as described,548.46,PayPal,ORD00002144-PROD00002144
USER00002145,ORD00002145,PROD00002145,2023-07-24,2024-10-30,Changed mind,183.54,Credit Card,ORD00002145-PROD00002145
USER00002146,ORD00002146,PROD00002146,2023-11-11,2024-10-27,Wrong item,452.2,Credit Card,ORD00002146-PROD00002146
USER00002147,ORD00002147,PROD00002147,2023-10-28,2024-12-15,Not as described,721.4,Gift Card,ORD00002147-PROD00002147
USER00002148,ORD00002148,PROD00002148,2023-02-06,2023-11-11,Defective,1901.32,Debit Card,ORD00002148-PROD00002148
USER00002149,ORD00002149,PROD00002149,2024-07-29,,Not Returned,0.0,Debit Card,ORD00002149-PROD00002149
USER00002150,ORD00002150,PROD00002150,2023-12-26,2023-12-03,Wrong item,740.65,PayPal,ORD00002150-PROD00002150
USER00002151,ORD00002151,PROD00002151,2024-04-16,2024-06-29,Defective,141.66,Gift Card,ORD00002151-PROD00002151
USER00002152,ORD00002152,PROD00002152,2023-10-30,2024-12-05,Changed mind,625.52,Credit Card,ORD00002152-PROD00002152
USER00002153,ORD00002153,PROD00002153,2023-05-26,,Not Returned,0.0,Credit Card,ORD00002153-PROD00002153
USER00002154,ORD00002154,PROD00002154,2024-01-14,,Not Returned,0.0,Gift Card,ORD00002154-PROD00002154
USER00002155,ORD00002155,PROD00002155,2023-09-18,2023-01-31,Defective,100.38,PayPal,ORD00002155-PROD00002155
USER00002156,ORD00002156,PROD00002156,2024-08-06,2023-03-16,Not as described,59.58,Debit Card,ORD00002156-PROD00002156
USER00002157,ORD00002157,PROD00002157,2023-10-10,2023-01-17,Defective,218.85000000000002,Debit Card,ORD00002157-PROD00002157
USER00002158,ORD00002158,PROD00002158,2023-02-21,,Not Returned,0.0,PayPal,ORD00002158-PROD00002158
USER00002159,ORD00002159,PROD00002159,2023-02-16,2024-11-17,Not as described,2462.05,Debit Card,ORD00002159-PROD00002159
USER00002160,ORD00002160,PROD00002160,2023-06-03,,Not Returned,0.0,PayPal,ORD00002160-PROD00002160
USER00002161,ORD00002161,PROD00002161,2023-03-16,2023-01-28,Changed mind,148.04,PayPal,ORD00002161-PROD00002161
USER00002162,ORD00002162,PROD00002162,2024-03-12,2024-02-10,Defective,706.41,Credit Card,ORD00002162-PROD00002162
USER00002163,ORD00002163,PROD00002163,2024-02-19,,Not Returned,0.0,Debit Card,ORD00002163-PROD00002163
USER00002164,ORD00002164,PROD00002164,2023-08-21,,Not Returned,0.0,PayPal,ORD00002164-PROD00002164
USER00002165,ORD00002165,PROD00002165,2024-10-03,,Not Returned,0.0,Debit Card,ORD00002165-PROD00002165
USER00002166,ORD00002166,PROD00002166,2023-01-02,,Not Returned,0.0,PayPal,ORD00002166-PROD00002166
USER00002167,ORD00002167,PROD00002167,2023-03-02,,Not Returned,0.0,PayPal,ORD00002167-PROD00002167
USER00002168,ORD00002168,PROD00002168,2023-03-23,2023-05-12,Changed mind,340.89,Debit Card,ORD00002168-PROD00002168
USER00002169,ORD00002169,PROD00002169,2023-12-25,2023-05-21,Changed mind,1389.28,PayPal,ORD00002169-PROD00002169
USER00002170,ORD00002170,PROD00002170,2024-03-26,,Not Returned,0.0,Gift Card,ORD00002170-PROD00002170
USER00002171,ORD00002171,PROD00002171,2024-08-01,2024-12-29,Not as described,1207.75,PayPal,ORD00002171-PROD00002171
USER00002172,ORD00002172,PROD00002172,2023-10-28,,Not Returned,0.0,Gift Card,ORD00002172-PROD00002172
USER00002173,ORD00002173,PROD00002173,2024-02-14,,Not Returned,0.0,Credit Card,ORD00002173-PROD00002173
USER00002174,ORD00002174,PROD00002174,2024-05-12,,Not Returned,0.0,Debit Card,ORD00002174-PROD00002174
USER00002175,ORD00002175,PROD00002175,2023-07-30,2024-06-01,Defective,837.06,Credit Card,ORD00002175-PROD00002175
USER00002176,ORD00002176,PROD00002176,2023-05-14,,Not Returned,0.0,Credit Card,ORD00002176-PROD00002176
USER00002177,ORD00002177,PROD00002177,2023-04-13,2024-10-17,Wrong item,82.18,Debit Card,ORD00002177-PROD00002177
USER00002178,ORD00002178,PROD00002178,2024-07-02,,Not Returned,0.0,Gift Card,ORD00002178-PROD00002178
USER00002179,ORD00002179,PROD00002179,2023-12-30,2023-08-06,Not as described,1226.6399999999999,Credit Card,ORD00002179-PROD00002179
USER00002180,ORD00002180,PROD00002180,2024-03-02,,Not Returned,0.0,PayPal,ORD00002180-PROD00002180
USER00002181,ORD00002181,PROD00002181,2024-07-21,2024-04-05,Wrong item,73.98,Debit Card,ORD00002181-PROD00002181
USER00002182,ORD00002182,PROD00002182,2023-05-29,,Not Returned,0.0,Credit Card,ORD00002182-PROD00002182
USER00002183,ORD00002183,PROD00002183,2024-07-23,2023-04-01,Not as described,1482.4,Debit Card,ORD00002183-PROD00002183
USER00002184,ORD00002184,PROD00002184,2023-12-23,,Not Returned,0.0,Gift Card,ORD00002184-PROD00002184
USER00002185,ORD00002185,PROD00002185,2023-09-25,,Not Returned,0.0,Credit Card,ORD00002185-PROD00002185
USER00002186,ORD00002186,PROD00002186,2024-12-21,,Not Returned,0.0,Credit Card,ORD00002186-PROD00002186
USER00002187,ORD00002187,PROD00002187,2023-03-09,2024-10-07,Changed mind,275.51,Credit Card,ORD00002187-PROD00002187
USER00002188,ORD00002188,PROD00002188,2024-11-30,,Not Returned,0.0,Credit Card,ORD00002188-PROD00002188
USER00002189,ORD00002189,PROD00002189,2024-05-28,,Not Returned,0.0,PayPal,ORD00002189-PROD00002189
USER00002190,ORD00002190,PROD00002190,2024-03-31,2023-05-14,Changed mind,861.66,PayPal,ORD00002190-PROD00002190
USER00002191,ORD00002191,PROD00002191,2023-03-02,2023-01-06,Changed mind,305.87,Credit Card,ORD00002191-PROD00002191
USER00002192,ORD00002192,PROD00002192,2023-01-29,,Not Returned,0.0,PayPal,ORD00002192-PROD00002192
USER00002193,ORD00002193,PROD00002193,2024-12-09,2023-02-27,Defective,626.5,PayPal,ORD00002193-PROD00002193
USER00002194,ORD00002194,PROD00002194,2023-08-29,,Not Returned,0.0,Gift Card,ORD00002194-PROD00002194
USER00002195,ORD00002195,PROD00002195,2023-05-18,,Not Returned,0.0,Gift Card,ORD00002195-PROD00002195
USER00002196,ORD00002196,PROD00002196,2023-09-11,2023-03-17,Not as described,323.18,Debit Card,ORD00002196-PROD00002196
USER00002197,ORD00002197,PROD00002197,2023-08-12,2023-12-01,Defective,1260.6299999999999,Gift Card,ORD00002197-PROD00002197
USER00002198,ORD00002198,PROD00002198,2023-09-11,2023-05-06,Defective,151.17,Gift Card,ORD00002198-PROD00002198
USER00002199,ORD00002199,PROD00002199,2023-05-28,,Not Returned,0.0,PayPal,ORD00002199-PROD00002199
USER00002200,ORD00002200,PROD00002200,2024-05-31,2024-10-21,Not as described,777.96,PayPal,ORD00002200-PROD00002200
USER00002201,ORD00002201,PROD00002201,2024-01-23,2024-02-16,Changed mind,493.42,PayPal,ORD00002201-PROD00002201
USER00002202,ORD00002202,PROD00002202,2024-01-28,,Not Returned,0.0,Debit Card,ORD00002202-PROD00002202
USER00002203,ORD00002203,PROD00002203,2023-04-13,2024-07-12,Not as described,100.8,PayPal,ORD00002203-PROD00002203
USER00002204,ORD00002204,PROD00002204,2023-02-14,,Not Returned,0.0,Credit Card,ORD00002204-PROD00002204
USER00002205,ORD00002205,PROD00002205,2024-01-31,2024-01-28,Wrong item,160.15,Gift Card,ORD00002205-PROD00002205
USER00002206,ORD00002206,PROD00002206,2023-12-14,,Not Returned,0.0,Gift Card,ORD00002206-PROD00002206
USER00002207,ORD00002207,PROD00002207,2024-05-04,,Not Returned,0.0,Debit Card,ORD00002207-PROD00002207
USER00002208,ORD00002208,PROD00002208,2024-10-01,,Not Returned,0.0,Credit Card,ORD00002208-PROD00002208
USER00002209,ORD00002209,PROD00002209,2024-05-13,,Not Returned,0.0,Credit Card,ORD00002209-PROD00002209
USER00002210,ORD00002210,PROD00002210,2023-04-25,,Not Returned,0.0,Debit Card,ORD00002210-PROD00002210
USER00002211,ORD00002211,PROD00002211,2024-05-06,,Not Returned,0.0,Debit Card,ORD00002211-PROD00002211
USER00002212,ORD00002212,PROD00002212,2023-12-08,2023-10-26,Changed mind,329.76,PayPal,ORD00002212-PROD00002212
USER00002213,ORD00002213,PROD00002213,2024-05-24,2023-01-04,Changed mind,518.9399999999999,Credit Card,ORD00002213-PROD00002213
USER00002214,ORD00002214,PROD00002214,2023-03-09,,Not Returned,0.0,PayPal,ORD00002214-PROD00002214
USER00002215,ORD00002215,PROD00002215,2024-09-15,2024-01-10,Not as described,360.11,Debit Card,ORD00002215-PROD00002215
